ID,question,state,state name,State Id,year,applies to,response,citations,cautions
353,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,1997,All,No,,
354,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,1997,All,Yes,D.C. Code § 6-2311; D.C. Code § 6-2352,
355,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,1997,All,No,,
356,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,1997,All,No,,
357,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,1997,All,No,,
358,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,1998,All,No,,
359,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,1998,All,No,,
360,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,1998,All,No,,
361,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,1998,All,No,,
362,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,1998,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
363,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,1998,All,No,,
364,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,1998,All,Yes,Conn. Gen. Stat. § 29-33(c),
365,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,1998,All,No,,
366,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,1998,All,No,,
367,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,1998,All,No,,
368,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,1998,All,Yes,Haw. Rev. Stat. §134-2,
369,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,1998,All,No,,
370,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,1998,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
371,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,1998,All,No,,
372,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,1998,All,Yes,Iowa Code § 724.15,
373,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,1998,All,No,,
374,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,1998,All,No,,
375,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,1998,All,No,,
376,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,1998,All,No,,
377,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,1998,All,Yes,"Md. Code art. 27, § 442(d)",
378,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,1998,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
379,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,1998,All,Yes,"MCLS §§ 28.422, 28.426",
380,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,1998,All,No,,
381,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,1998,All,No,,
382,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,1998,All,Yes,§ 571.090 R.S.Mo,
383,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,1998,All,No,,
384,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,1998,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
385,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,1998,All,No,,
386,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,1998,All,No,,
387,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,1998,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
388,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,1998,All,No,,
389,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,1998,All,Yes,N.Y. Penal Law § 400.00(4),
390,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,1998,All,Yes,N.C. Gen. Stat. § 14-402(a),
391,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,1998,All,No,,
392,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,1998,All,No,,
393,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,1998,All,No,,
394,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,1998,All,No,,
395,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,1998,All,Yes,18 Pa. Cons. Stat. § 6111(c),
396,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,1998,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
397,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,1998,All,No,,
398,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,1998,All,No,,
399,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,1998,All,No,,
400,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,1998,All,No,,
401,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,1998,All,No,,
402,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,1998,All,No,,
403,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,1998,All,No,,
404,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,1998,All,No,,
405,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,1998,All,Yes,D.C. Code § 6-2311; D.C. Code § 6-2352,
406,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,1998,All,No,,
407,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,1998,All,No,,
408,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,1998,All,No,,
409,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,1999,All,No,,
410,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,1999,All,No,,
411,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,1999,All,No,,
412,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,1999,All,No,,
413,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,1999,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
414,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,1999,All,No,,
415,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,1999,All,Yes,Conn. Gen. Stat. § 29-33(c),
416,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,1999,All,No,,
417,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,1999,All,No,,
418,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,1999,All,No,,
419,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,1999,All,Yes,Haw. Rev. Stat. §134-2,
420,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,1999,All,No,,
421,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,1999,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
422,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,1999,All,No,,
423,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,1999,All,Yes,Iowa Code § 724.15,
424,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,1999,All,No,,
425,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,1999,All,No,,
426,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,1999,All,No,,
427,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,1999,All,No,,
428,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,1999,All,Yes,"Md. Code art. 27, § 442(d)",
429,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,1999,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
430,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,1999,All,Yes,"MCLS §§ 28.422, 28.426",
431,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,1999,All,No,,
432,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,1999,All,No,,
433,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,1999,All,Yes,§ 571.090 R.S.Mo,
434,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,1999,All,No,,
435,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,1999,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
436,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,1999,All,No,,
437,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,1999,All,No,,
438,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,1999,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
439,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,1999,All,No,,
440,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,1999,All,Yes,N.Y. Penal Law § 400.00(4),
441,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,1999,All,Yes,N.C. Gen. Stat. § 14-402(a),
442,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,1999,All,No,,
443,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,1999,All,No,,
444,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,1999,All,No,,
445,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,1999,All,No,,
446,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,1999,All,Yes,18 Pa. Cons. Stat. § 6111(c),
447,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,1999,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
448,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,1999,All,No,,
449,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,1999,All,No,,
450,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,1999,All,No,,
451,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,1999,All,No,,
452,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,1999,All,No,,
453,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,1999,All,No,,
454,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,1999,All,No,,
455,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,1999,All,No,,
456,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,1999,All,Yes,D.C. Code § 6-2311; D.C. Code § 6-2352,
457,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,1999,All,No,,
458,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,1999,All,No,,
459,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,1999,All,No,,
460,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2000,All,No,,
461,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2000,All,No,,
462,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2000,All,No,,
463,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2000,All,No,,
464,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2000,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
465,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2000,All,No,,
466,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2000,All,Yes,Conn. Gen. Stat. § 29-33(c),
467,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2000,All,No,,
468,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2000,All,No,,
469,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2000,All,No,,
470,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2000,All,Yes,Haw. Rev. Stat. §134-2,
471,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2000,All,No,,
472,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2000,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
473,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2000,All,No,,
474,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2000,All,Yes,Iowa Code § 724.15,
475,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2000,All,No,,
476,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2000,All,No,,
477,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2000,All,No,,
478,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2000,All,No,,
479,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2000,All,Yes,"Md. Code art. 27, § 442(d)",
480,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2000,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
481,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2000,All,Yes,"MCLS §§ 28.422, 28.426",
482,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2000,All,No,,
483,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2000,All,No,,
484,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2000,All,Yes,§ 571.090 R.S.Mo,
485,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2000,All,No,,
486,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2000,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
487,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2000,All,No,,
488,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2000,All,No,,
489,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2000,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
490,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2000,All,No,,
491,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2000,All,Yes,N.Y. Penal Law § 400.00(4),
492,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2000,All,Yes,N.C. Gen. Stat. § 14-402(a),
493,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2000,All,No,,
494,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2000,All,No,,
495,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2000,All,No,,
496,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2000,All,No,,
497,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2000,All,Yes,18 Pa. Cons. Stat. § 6111(c),
498,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2000,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
499,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2000,All,No,,
500,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2000,All,No,,
501,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2000,All,No,,
502,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2000,All,No,,
503,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2000,All,No,,
504,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2000,All,No,,
505,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2000,All,No,,
506,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2000,All,No,,
507,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2000,All,Yes,D.C. Code § 6-2311; D.C. Code § 6-2352,
508,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2000,All,No,,
509,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2000,All,No,,
510,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2000,All,No,,
511,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2001,All,No,,
512,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2001,All,No,,
513,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2001,All,No,,
514,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2001,All,No,,
515,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2001,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
516,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2001,All,No,,
517,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2001,All,Yes,Conn. Gen. Stat. § 29-33(c),
518,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2001,All,No,,
519,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2001,All,No,,
520,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2001,All,No,,
521,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2001,All,Yes,Haw. Rev. Stat. §134-2,
522,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2001,All,No,,
523,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2001,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
524,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2001,All,No,,
525,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2001,All,Yes,Iowa Code § 724.15,
526,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2001,All,No,,
527,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2001,All,No,,
528,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2001,All,No,,
529,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2001,All,No,,
530,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2001,All,Yes,"Md. Code art. 27, § 442(d)",
531,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2001,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
532,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2001,All,Yes,"MCLS §§ 28.422, 28.426",
533,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2001,All,No,,
534,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2001,All,No,,
535,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2001,All,Yes,§ 571.090 R.S.Mo,
536,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2001,All,No,,
537,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2001,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
538,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2001,All,No,,
539,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2001,All,No,,
540,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2001,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
541,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2001,All,No,,
542,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2001,All,Yes,N.Y. Penal Law § 400.00(4),
543,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2001,All,Yes,N.C. Gen. Stat. § 14-402(a),
544,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2001,All,No,,
545,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2001,All,No,,
546,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2001,All,No,,
547,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2001,All,No,,
548,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2001,All,Yes,18 Pa. Cons. Stat. § 6111(c),
549,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2001,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
550,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2001,All,No,,
551,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2001,All,No,,
552,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2001,All,No,,
553,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2001,All,No,,
554,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2001,All,No,,
555,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2001,All,No,,
556,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2001,All,No,,
557,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2001,All,No,,
558,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2001,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
559,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2001,All,No,,
560,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2001,All,No,,
561,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2001,All,No,,
562,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2002,All,No,,
563,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2002,All,No,,
564,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2002,All,No,,
565,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2002,All,No,,
566,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2002,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
567,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2002,All,No,,
568,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2002,All,Yes,Conn. Gen. Stat. § 29-33(c),
569,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2002,All,No,,
570,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2002,All,No,,
571,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2002,All,No,,
572,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2002,All,Yes,Haw. Rev. Stat. §134-2,
573,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2002,All,No,,
574,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2002,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
575,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2002,All,No,,
576,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2002,All,Yes,Iowa Code § 724.15,
577,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2002,All,No,,
578,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2002,All,No,,
579,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2002,All,No,,
580,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2002,All,No,,
581,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2002,All,Yes,"Md. Code art. 27, § 442(d)",
582,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2002,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
583,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2002,All,Yes,"MCLS §§ 28.422, 28.426",
584,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2002,All,No,,
585,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2002,All,No,,
586,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2002,All,Yes,§ 571.090 R.S.Mo,
587,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2002,All,No,,
588,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2002,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
589,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2002,All,No,,
590,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2002,All,No,,
591,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2002,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
592,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2002,All,No,,
593,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2002,All,Yes,N.Y. Penal Law § 400.00(4),
594,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2002,All,Yes,N.C. Gen. Stat. § 14-402(a),
595,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2002,All,No,,
596,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2002,All,No,,
597,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2002,All,No,,
598,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2002,All,No,,
599,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2002,All,Yes,18 Pa. Cons. Stat. § 6111(c),
